0	1
2	1
3	1
4	1
5	1
6	1
7	1
8	6
8	1
9	1
10	1
10	2
11	1
12	1
12	4
13	1
14	13
14	1
15	1
16	1
17	1
17	0
17	3
18	2
18	1
19	1
19	2
20	1
21	1
21	2
22	1
23	1
24	1
25	1
26	1
27	1
28	1
28	2
28	18
28	19
29	1
30	1
31	13
31	14
31	1
31	0
32	1
33	1
34	1
35	0
35	1
36	1
36	18
36	20
37	38
37	1
39	1
40	0
40	1
41	1
42	0
42	1
43	1
44	25
44	1
45	1
45	3
46	1
46	17
46	3
47	1
47	0
48	1
48	23
49	0
49	13
49	1
50	1
50	2
51	1
51	2
51	18
51	21
51	7
52	23
52	22
52	1
53	1
53	25
54	1
54	2
54	18
55	20
55	1
56	20
56	1
57	20
57	36
57	18
57	1
58	1
58	3
59	1
60	1
38	1
38	0
61	53
61	1
61	4
61	25
62	1
62	0
63	1
63	2
63	64
65	1
66	0
66	1
67	0
67	23
67	1
64	1
64	2
64	18
64	7
64	50
64	51
68	1
69	70
69	2
69	71
69	21
69	24
69	1
69	18
72	1
72	36
72	73
74	1
74	0
74	35
74	17
75	1
75	19
76	1
76	36
76	18
76	28
77	1
77	3
78	1
78	17
78	31
73	20
73	2
73	18
73	1
79	1
79	0
79	35
79	17
80	1
71	1
71	2
71	18
71	51
81	19
81	27
81	1
82	1
82	17
83	20
83	1
84	81
84	1
85	1
85	37
86	1
86	22
87	1
87	20
88	1
88	19
89	1
89	0
90	1
90	35
90	17
91	19
91	1
91	67
70	1
92	1
93	1
93	2
94	1
94	17
94	19
94	26
95	13
95	31
95	1
95	3
95	39
96	1
96	2
96	69
97	20
97	36
97	1
98	1
98	24
99	1
100	20
100	36
100	68
100	1
101	1
102	1
102	0
103	104
103	1
103	17
103	37
103	74
103	19
103	65
105	1
106	1
106	17
106	65
106	19
106	75
107	1
107	65
107	37
108	1
109	1
110	1
110	2
111	1
111	44
111	39
112	1
113	1
113	23
114	1
114	0
114	35
114	17
114	19
115	1
104	1
104	37
104	0
116	13
116	14
116	1
116	3
116	45
116	49
117	39
117	1
117	17
118	1
118	0
118	67
119	1
119	17
120	1
120	37
121	1
122	1
122	72
124	1
124	0
124	80
125	1
126	1
126	2
126	36
126	18
126	64
126	72
126	63
126	73
123	1
123	18
123	52
127	20
127	97
127	1
127	36
127	68
128	1
128	107
128	65
128	2
128	69
129	1
129	35
129	2
129	64
129	96
129	54
130	41
130	1
130	35
131	1
131	65
131	3
131	78
132	1
132	35
132	37
132	67
132	5
133	134
133	135
133	1
133	17
133	36
133	18
133	97
133	127
133	96
133	126
133	136
133	72
133	100
133	137
133	138
139	1
139	0
139	37
139	17
139	50
139	65
137	68
137	134
137	136
137	1
137	36
140	1
140	0
140	35
140	67
140	17
140	65
140	74
141	91
141	38
141	1
142	1
138	36
138	1
143	1
143	0
143	39
144	1
145	1
145	0
145	67
146	1
146	17
147	1
147	0
148	1
148	0
149	1
149	0
149	37
149	3
149	39
150	1
150	2
151	1
151	0
151	102
152	1
153	1
153	17
154	1
155	118
155	1
155	35
155	67
155	66
156	0
156	155
156	124
156	131
156	99
156	19
156	1
157	96
157	21
157	32
157	26
157	17
157	19
157	1
157	2
157	18
157	69
157	35
158	1
158	36
158	18
158	20
158	126
158	64
159	1
159	0
159	37
159	40
159	139
159	42
160	104
160	1
160	0
160	17
160	65
160	19
160	37
160	3
160	39
160	69
160	23
160	74
160	116
160	41
160	48
160	106
161	1
162	3
162	17
162	1
163	1
163	19
164	104
164	1
164	2
164	76
164	71
165	1
165	117
166	1
166	37
167	1
167	0
167	17
168	1
168	3
168	45
169	3
169	125
169	80
169	39
169	78
169	42
169	19
169	1
169	37
169	0
170	1
170	36
170	20
171	99
171	105
171	1
171	35
172	1
172	37
173	67
173	66
173	155
173	1
173	0
174	0
174	1
174	43
175	0
175	1
175	132
175	39
175	130
175	5
176	1
176	0
176	35
176	130
176	132
176	41
177	1
178	70
178	1
179	1
180	1
181	1
181	17
181	40
181	65
182	1
183	1
183	65
183	47
184	1
185	1
186	1
187	1
188	1
188	125
189	91
189	1
189	67
189	125
189	98
189	141
189	144
190	128
190	139
190	159
190	35
190	1
190	0
190	37
191	65
191	1
191	0
192	1
192	37
192	96
192	68
192	17
192	65
192	172
192	2
192	104
192	127
193	1
194	104
194	1
194	2
194	19
195	91
195	1
195	0
195	65
195	66
195	67
195	39
195	174
196	1
196	0
196	35
196	155
196	66
196	173
196	67
197	1
197	155
197	66
197	191
198	1
198	35
199	70
199	1
199	35
199	156
200	1
200	36
200	158
200	126
201	1
201	0
202	1
202	35
202	6
202	8
203	1
203	35
203	46
203	19
203	125
203	65
203	161
203	132
203	96
203	159
203	140
203	47
203	74
203	39
203	139
204	1
205	64
205	21
205	96
205	129
205	18
205	36
205	2
205	1
