fp_int_id,cp_level,cp_r_citing_zero,cp_r_citing_nonzero,tr_citing,cp_r_cited_zero,cp_r_cited_nonzero,tr_cited
0,14,12,2,4,0,14,14
1,93,34,59,102,93,0,0
2,14,6,8,15,0,14,14
3,5,4,1,1,0,5,5
4,2,2,0,0,0,2,2
5,0,0,0,0,0,0,0
6,1,1,0,0,0,1,1
7,2,1,1,1,0,2,2
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,3,2,1,1,0,3,3
14,1,1,0,0,0,1,2
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,6,6,0,0,0,6,9
18,10,5,5,6,0,10,17
19,5,5,0,0,0,5,6
20,7,6,1,1,0,7,7
21,2,2,0,0,0,2,4
22,2,2,0,0,0,2,2
23,3,3,0,0,0,3,3
24,1,1,0,0,0,1,1
25,3,2,1,1,0,3,3
26,0,0,0,0,0,0,0
27,1,1,0,0,0,1,1
28,1,1,0,0,0,1,2
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,1,1,0,0,0,1,1
32,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0
35,3,3,0,0,0,3,5
36,3,3,0,0,0,3,6
37,1,1,0,0,0,1,1
38,1,1,0,0,0,1,1
39,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0
50,1,1,0,0,0,1,2
51,2,2,0,0,0,2,7
52,0,0,0,0,0,0,0
53,1,1,0,0,0,1,2
54,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0
64,1,1,0,0,0,1,2
65,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0
67,1,1,0,0,0,1,1
68,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0
70,1,1,0,0,0,1,1
71,1,1,0,0,0,1,3
72,0,0,0,0,0,0,0
73,1,1,0,0,0,1,1
74,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0
81,1,1,0,0,0,1,1
82,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0
